location,date,total_cases,population,infection_rate
Italy,2022-07-20,20385814,59037472,34.53030
Italy,2022-07-21,20467349,59037472,34.66840
Italy,2022-07-22,20539016,59037472,34.78980
Italy,2022-07-23,20608190,59037472,34.90697
Italy,2022-07-24,20660065,59037472,34.99483
Italy,2022-07-25,20684182,59037472,35.03568
Italy,2022-07-26,20772833,59037472,35.18584
Italy,2022-07-27,20837233,59037472,35.29493
Italy,2022-07-28,20898059,59037472,35.39796
Italy,2022-07-29,20952476,59037472,35.49013
Italy,2022-07-30,21002773,59037472,35.57533
Italy,2022-07-31,21040025,59037472,35.63842
Italy,2022-08-01,21059545,59037472,35.67149
Italy,2022-08-02,21124644,59037472,35.78176
Italy,2022-08-03,21170600,59037472,35.85960
Italy,2022-08-04,21213559,59037472,35.93236
Italy,2022-08-05,21251774,59037472,35.99709
Italy,2022-08-06,21286771,59037472,36.05637
Italy,2022-08-07,21313427,59037472,36.10152
Italy,2022-08-08,21325402,59037472,36.12181
Italy,2022-08-09,21368480,59037472,36.19477
Italy,2022-08-10,21400179,59037472,36.24847
Italy,2022-08-11,21428602,59037472,36.29661
Italy,2022-08-12,21455291,59037472,36.34182
Italy,2022-08-13,21480076,59037472,36.38380
Italy,2022-08-14,21499531,59037472,36.41675
Italy,2022-08-15,21509424,59037472,36.43351
Italy,2022-08-16,21518365,59037472,36.44866
Italy,2022-08-17,21554626,59037472,36.51008
Italy,2022-08-18,21581917,59037472,36.55630
Italy,2022-08-19,21606606,59037472,36.59812
Italy,2022-08-20,21630998,59037472,36.63944
Italy,2022-08-21,21650468,59037472,36.67242
Italy,2022-08-22,21660885,59037472,36.69006
Italy,2022-08-23,21696242,59037472,36.74995
Italy,2022-08-24,21721630,59037472,36.79295
Italy,2022-08-25,21745065,59037472,36.83265
Italy,2022-08-26,21767060,59037472,36.86991
Italy,2022-08-27,21788862,59037472,36.90683
Italy,2022-08-28,21806509,59037472,36.93673
Italy,2022-08-29,21814856,59037472,36.95086
Italy,2022-08-30,21845943,59037472,37.00352
Italy,2022-08-31,21867757,59037472,37.04047
Italy,2022-09-01,21888255,59037472,37.07519
Italy,2022-09-02,21907413,59037472,37.10764
Italy,2022-09-03,21925073,59037472,37.13755
Italy,2022-09-04,21938269,59037472,37.15991
Italy,2022-09-05,21944877,59037472,37.17110
Italy,2022-09-06,21969725,59037472,37.21319
Italy,2022-09-07,21987295,59037472,37.24295
Italy,2022-09-08,22004612,59037472,37.27228
Italy,2022-09-09,22020154,59037472,37.29861
Italy,2022-09-10,22035291,59037472,37.32425
Italy,2022-09-11,22047192,59037472,37.34440
Italy,2022-09-12,22054443,59037472,37.35669
Italy,2022-09-13,22077601,59037472,37.39591
Italy,2022-09-14,22096450,59037472,37.42784
Italy,2022-09-15,22114423,59037472,37.45828
Italy,2022-09-16,22131785,59037472,37.48769
Italy,2022-09-17,22148935,59037472,37.51674
Italy,2022-09-18,22161016,59037472,37.53720
Italy,2022-09-19,22169273,59037472,37.55119
Italy,2022-09-20,22197658,59037472,37.59927
Italy,2022-09-21,22218846,59037472,37.63516
Italy,2022-09-22,22241369,59037472,37.67331
Italy,2022-09-23,22262452,59037472,37.70902
Italy,2022-09-24,22284812,59037472,37.74689
Italy,2022-09-25,22303606,59037472,37.77873
Italy,2022-09-26,22313612,59037472,37.79568
Italy,2022-09-27,22358487,59037472,37.87169
Italy,2022-09-28,22395282,59037472,37.93401
Italy,2022-09-29,22432803,59037472,37.99757
Italy,2022-09-30,22467278,59037472,38.05596
Italy,2022-10-01,22500346,59037472,38.11197
Italy,2022-10-02,22529252,59037472,38.16094
Italy,2022-10-03,22542568,59037472,38.18349
Italy,2022-10-04,22602840,59037472,38.28558
Italy,2022-10-05,22648063,59037472,38.36218
Italy,2022-10-06,22692912,59037472,38.43815
Italy,2022-10-07,22737577,59037472,38.51381
Italy,2022-10-08,22781293,59037472,38.58785
Italy,2022-10-09,22815736,59037472,38.64619
Italy,2022-10-10,22830825,59037472,38.67175
Italy,2022-10-11,22896742,59037472,38.78341
Italy,2022-10-12,22944496,59037472,38.86429
Italy,2022-10-13,22990201,59037472,38.94171
Italy,2022-10-14,23030777,59037472,39.01044
Italy,2022-10-15,23069745,59037472,39.07644
Italy,2022-10-16,23099983,59037472,39.12766
Italy,2022-10-17,23114013,59037472,39.15143
Italy,2022-10-18,23172370,59037472,39.25027
Italy,2022-10-19,23214073,59037472,39.32091
Italy,2022-10-20,23254633,59037472,39.38962
Italy,2022-10-21,23290747,59037472,39.45079
Italy,2022-10-22,23322522,59037472,39.50461
Italy,2022-10-23,23348075,59037472,39.54789
Italy,2022-10-24,23359680,59037472,39.56755
Italy,2022-10-25,23408393,59037472,39.65006
Italy,2022-10-26,23443429,59037472,39.70941
Italy,2022-10-27,23475187,59037472,39.76320
Italy,2022-10-28,23504224,59037472,39.81238
Italy,2022-10-29,23531023,59037472,39.85778
Italy,2022-10-30,23531023,59037472,39.85778
Italy,2022-10-31,23531023,59037472,39.85778
Italy,2022-11-01,23531023,59037472,39.85778
Italy,2022-11-02,23531023,59037472,39.85778
Italy,2022-11-03,23531023,59037472,39.85778
Italy,2022-11-04,23642011,59037472,40.04577
Italy,2022-11-05,23642011,59037472,40.04577
Italy,2022-11-06,23642011,59037472,40.04577
Italy,2022-11-07,23642011,59037472,40.04577
Italy,2022-11-08,23642011,59037472,40.04577
Italy,2022-11-09,23642011,59037472,40.04577
Italy,2022-11-10,23642011,59037472,40.04577
Italy,2022-11-11,23823192,59037472,40.35266
Italy,2022-11-12,23823192,59037472,40.35266
Italy,2022-11-13,23823192,59037472,40.35266
Italy,2022-11-14,23823192,59037472,40.35266
Italy,2022-11-15,23823192,59037472,40.35266
Italy,2022-11-16,23823192,59037472,40.35266
Italy,2022-11-17,23823192,59037472,40.35266
Italy,2022-11-18,24031538,59037472,40.70557
Italy,2022-11-19,24031538,59037472,40.70557
Italy,2022-11-20,24031538,59037472,40.70557
Italy,2022-11-21,24031538,59037472,40.70557
Italy,2022-11-22,24031538,59037472,40.70557
Italy,2022-11-23,24031538,59037472,40.70557
Italy,2022-11-24,24031538,59037472,40.70557
Italy,2022-11-25,24260660,59037472,41.09366
Italy,2022-11-26,24260660,59037472,41.09366
Italy,2022-11-27,24260660,59037472,41.09366
Italy,2022-11-28,24260660,59037472,41.09366
Italy,2022-11-29,24260660,59037472,41.09366
Italy,2022-11-30,24260660,59037472,41.09366
Italy,2022-12-01,24260660,59037472,41.09366
Italy,2022-12-02,24488080,59037472,41.47888
Italy,2022-12-03,24488080,59037472,41.47888
Italy,2022-12-04,24488080,59037472,41.47888
Italy,2022-12-05,24488080,59037472,41.47888
Italy,2022-12-06,24488080,59037472,41.47888
Italy,2022-12-07,24488080,59037472,41.47888
Italy,2022-12-08,24488080,59037472,41.47888
Italy,2022-12-09,24709404,59037472,41.85376
Italy,2022-12-10,24709404,59037472,41.85376
Italy,2022-12-11,24709404,59037472,41.85376
Italy,2022-12-12,24709404,59037472,41.85376
"United Kingdom",2020-01-30,NULL,67508936,NULL
"United Kingdom",2020-01-31,2,67508936,0.00000
"United Kingdom",2020-02-01,2,67508936,0.00000
"United Kingdom",2020-02-02,2,67508936,0.00000
"United Kingdom",2020-02-03,8,67508936,0.00001
"United Kingdom",2020-02-04,8,67508936,0.00001
"United Kingdom",2020-02-05,9,67508936,0.00001
"United Kingdom",2020-02-06,9,67508936,0.00001
"United Kingdom",2020-02-07,9,67508936,0.00001
"United Kingdom",2020-02-08,13,67508936,0.00002
"United Kingdom",2020-02-09,14,67508936,0.00002
"United Kingdom",2020-02-10,14,67508936,0.00002
"United Kingdom",2020-02-11,15,67508936,0.00002
"United Kingdom",2020-02-12,16,67508936,0.00002
"United Kingdom",2020-02-13,17,67508936,0.00003
"United Kingdom",2020-02-14,18,67508936,0.00003
"United Kingdom",2020-02-15,18,67508936,0.00003
"United Kingdom",2020-02-16,18,67508936,0.00003
"United Kingdom",2020-02-17,19,67508936,0.00003
"United Kingdom",2020-02-18,19,67508936,0.00003
"United Kingdom",2020-02-19,20,67508936,0.00003
"United Kingdom",2020-02-20,22,67508936,0.00003
"United Kingdom",2020-02-21,23,67508936,0.00003
"United Kingdom",2020-02-22,23,67508936,0.00003
"United Kingdom",2020-02-23,28,67508936,0.00004
"United Kingdom",2020-02-24,30,67508936,0.00004
"United Kingdom",2020-02-25,34,67508936,0.00005
"United Kingdom",2020-02-26,37,67508936,0.00005
"United Kingdom",2020-02-27,44,67508936,0.00007
"United Kingdom",2020-02-28,56,67508936,0.00008
"United Kingdom",2020-02-29,61,67508936,0.00009
"United Kingdom",2020-03-01,94,67508936,0.00014
"United Kingdom",2020-03-02,134,67508936,0.00020
"United Kingdom",2020-03-03,189,67508936,0.00028
"United Kingdom",2020-03-04,245,67508936,0.00036
"United Kingdom",2020-03-05,294,67508936,0.00044
"United Kingdom",2020-03-06,373,67508936,0.00055
"United Kingdom",2020-03-07,428,67508936,0.00063
"United Kingdom",2020-03-08,482,67508936,0.00071
"United Kingdom",2020-03-09,629,67508936,0.00093
"United Kingdom",2020-03-10,887,67508936,0.00131
"United Kingdom",2020-03-11,1298,67508936,0.00192
"United Kingdom",2020-03-12,1787,67508936,0.00265
"United Kingdom",2020-03-13,2266,67508936,0.00336
"United Kingdom",2020-03-14,2630,67508936,0.00390
"United Kingdom",2020-03-15,3072,67508936,0.00455
"United Kingdom",2020-03-16,3684,67508936,0.00546
"United Kingdom",2020-03-17,4452,67508936,0.00659
"United Kingdom",2020-03-18,5451,67508936,0.00807
"United Kingdom",2020-03-19,6506,67508936,0.00964
"United Kingdom",2020-03-20,7760,67508936,0.01149
"United Kingdom",2020-03-21,8957,67508936,0.01327
"United Kingdom",2020-03-22,10333,67508936,0.01531
"United Kingdom",2020-03-23,12668,67508936,0.01876
"United Kingdom",2020-03-24,15039,67508936,0.02228
"United Kingdom",2020-03-25,17732,67508936,0.02627
"United Kingdom",2020-03-26,20816,67508936,0.03083
"United Kingdom",2020-03-27,24017,67508936,0.03558
"United Kingdom",2020-03-28,26839,67508936,0.03976
"United Kingdom",2020-03-29,29696,67508936,0.04399
"United Kingdom",2020-03-30,33969,67508936,0.05032
"United Kingdom",2020-03-31,38484,67508936,0.05701
"United Kingdom",2020-04-01,43398,67508936,0.06428
"United Kingdom",2020-04-02,48263,67508936,0.07149
"United Kingdom",2020-04-03,53178,67508936,0.07877
"United Kingdom",2020-04-04,57198,67508936,0.08473
"United Kingdom",2020-04-05,60792,67508936,0.09005
"United Kingdom",2020-04-06,66067,67508936,0.09786
"United Kingdom",2020-04-07,71517,67508936,0.10594
"United Kingdom",2020-04-08,76646,67508936,0.11353
"United Kingdom",2020-04-09,81498,67508936,0.12072
"United Kingdom",2020-04-10,85813,67508936,0.12711
"United Kingdom",2020-04-11,89390,67508936,0.13241
"United Kingdom",2020-04-12,92885,67508936,0.13759
"United Kingdom",2020-04-13,97068,67508936,0.14379
"United Kingdom",2020-04-14,101393,67508936,0.15019
"United Kingdom",2020-04-15,106458,67508936,0.15769
"United Kingdom",2020-04-16,111756,67508936,0.16554
"United Kingdom",2020-04-17,116721,67508936,0.17290
"United Kingdom",2020-04-18,121437,67508936,0.17988
"United Kingdom",2020-04-19,125289,67508936,0.18559
"United Kingdom",2020-04-20,130147,67508936,0.19278
"United Kingdom",2020-04-21,134907,67508936,0.19984
"United Kingdom",2020-04-22,140397,67508936,0.20797
"United Kingdom",2020-04-23,145540,67508936,0.21559
"United Kingdom",2020-04-24,150513,67508936,0.22295
"United Kingdom",2020-04-25,154261,67508936,0.22850
"United Kingdom",2020-04-26,157729,67508936,0.23364
"United Kingdom",2020-04-27,162431,67508936,0.24061
"United Kingdom",2020-04-28,167152,67508936,0.24760
"United Kingdom",2020-04-29,172587,67508936,0.25565
"United Kingdom",2020-04-30,177543,67508936,0.26299
"United Kingdom",2020-05-01,182270,67508936,0.26999
"United Kingdom",2020-05-02,185491,67508936,0.27477
"United Kingdom",2020-05-03,188465,67508936,0.27917
"United Kingdom",2020-05-04,191843,67508936,0.28417
"United Kingdom",2020-05-05,195527,67508936,0.28963
"United Kingdom",2020-05-06,199358,67508936,0.29531
"United Kingdom",2020-05-07,203125,67508936,0.30089
"United Kingdom",2020-05-08,206174,67508936,0.30540
"United Kingdom",2020-05-09,208324,67508936,0.30859
"United Kingdom",2020-05-10,210645,67508936,0.31203
"United Kingdom",2020-05-11,214228,67508936,0.31733
"United Kingdom",2020-05-12,217617,67508936,0.32235
"United Kingdom",2020-05-13,220915,67508936,0.32724
"United Kingdom",2020-05-14,223524,67508936,0.33110
"United Kingdom",2020-05-15,226041,67508936,0.33483
"United Kingdom",2020-05-16,228106,67508936,0.33789
"United Kingdom",2020-05-17,229932,67508936,0.34059
"United Kingdom",2020-05-18,232506,67508936,0.34441
"United Kingdom",2020-05-19,235547,67508936,0.34891
"United Kingdom",2020-05-20,238253,67508936,0.35292
"United Kingdom",2020-05-21,240795,67508936,0.35669
"United Kingdom",2020-05-22,242825,67508936,0.35969
"United Kingdom",2020-05-23,244332,67508936,0.36193
"United Kingdom",2020-05-24,245680,67508936,0.36392
"United Kingdom",2020-05-25,247287,67508936,0.36630
"United Kingdom",2020-05-26,248937,67508936,0.36875
"United Kingdom",2020-05-27,250739,67508936,0.37142
"United Kingdom",2020-05-28,252473,67508936,0.37398
"United Kingdom",2020-05-29,253977,67508936,0.37621
"United Kingdom",2020-05-30,255076,67508936,0.37784
"United Kingdom",2020-05-31,256145,67508936,0.37942
"United Kingdom",2020-06-01,257579,67508936,0.38155
"United Kingdom",2020-06-02,259046,67508936,0.38372
"United Kingdom",2020-06-03,260388,67508936,0.38571
"United Kingdom",2020-06-04,261622,67508936,0.38754
"United Kingdom",2020-06-05,262727,67508936,0.38917
"United Kingdom",2020-06-06,263518,67508936,0.39035
"United Kingdom",2020-06-07,264235,67508936,0.39141
"United Kingdom",2020-06-08,265321,67508936,0.39302
"United Kingdom",2020-06-09,266474,67508936,0.39472
"United Kingdom",2020-06-10,267656,67508936,0.39647
"United Kingdom",2020-06-11,268657,67508936,0.39796
"United Kingdom",2020-06-12,269710,67508936,0.39952
"United Kingdom",2020-06-13,270597,67508936,0.40083
"United Kingdom",2020-06-14,271404,67508936,0.40203
"United Kingdom",2020-06-15,272430,67508936,0.40355
"United Kingdom",2020-06-16,273507,67508936,0.40514
"United Kingdom",2020-06-17,274504,67508936,0.40662
"United Kingdom",2020-06-18,275524,67508936,0.40813
"United Kingdom",2020-06-19,276504,67508936,0.40958
"United Kingdom",2020-06-20,277170,67508936,0.41057
"United Kingdom",2020-06-21,277792,67508936,0.41149
"United Kingdom",2020-06-22,278684,67508936,0.41281
"United Kingdom",2020-06-23,279566,67508936,0.41412
"United Kingdom",2020-06-24,280340,67508936,0.41526
"United Kingdom",2020-06-25,281037,67508936,0.41630
"United Kingdom",2020-06-26,281675,67508936,0.41724
"United Kingdom",2020-06-27,282308,67508936,0.41818
"United Kingdom",2020-06-28,282703,67508936,0.41876
"United Kingdom",2020-06-29,283307,67508936,0.41966
"United Kingdom",2020-06-30,283710,67508936,0.42026
"United Kingdom",2020-07-01,283770,67508936,0.42034
"United Kingdom",2020-07-02,283774,67508936,0.42035
"United Kingdom",2020-07-03,284276,67508936,0.42109
"United Kingdom",2020-07-04,284900,67508936,0.42202
"United Kingdom",2020-07-05,285416,67508936,0.42278
"United Kingdom",2020-07-06,285768,67508936,0.42330
"United Kingdom",2020-07-07,286349,67508936,0.42416
"United Kingdom",2020-07-08,286979,67508936,0.42510
"United Kingdom",2020-07-09,287621,67508936,0.42605
"United Kingdom",2020-07-10,288133,67508936,0.42681
"United Kingdom",2020-07-11,288953,67508936,0.42802
"United Kingdom",2020-07-12,289603,67508936,0.42898
"United Kingdom",2020-07-13,290133,67508936,0.42977
"United Kingdom",2020-07-14,291373,67508936,0.43161
"United Kingdom",2020-07-15,291911,67508936,0.43240
"United Kingdom",2020-07-16,292552,67508936,0.43335
"United Kingdom",2020-07-17,293239,67508936,0.43437
"United Kingdom",2020-07-18,294066,67508936,0.43560
"United Kingdom",2020-07-19,294792,67508936,0.43667
"United Kingdom",2020-07-20,295372,67508936,0.43753
"United Kingdom",2020-07-21,295817,67508936,0.43819
"United Kingdom",2020-07-22,296377,67508936,0.43902
"United Kingdom",2020-07-23,297146,67508936,0.44016
"United Kingdom",2020-07-24,297914,67508936,0.44130
"United Kingdom",2020-07-25,298681,67508936,0.44243
"United Kingdom",2020-07-26,299426,67508936,0.44354
"United Kingdom",2020-07-27,300111,67508936,0.44455
"United Kingdom",2020-07-28,300658,67508936,0.44536
"United Kingdom",2020-07-29,301455,67508936,0.44654
"United Kingdom",2020-07-30,302301,67508936,0.44779
"United Kingdom",2020-07-31,303181,67508936,0.44910
"United Kingdom",2020-08-01,303942,67508936,0.45022
"United Kingdom",2020-08-02,304685,67508936,0.45133
"United Kingdom",2020-08-03,305623,67508936,0.45271
"United Kingdom",2020-08-04,306293,67508936,0.45371
"United Kingdom",2020-08-05,307184,67508936,0.45503
"United Kingdom",2020-08-06,308134,67508936,0.45643
"United Kingdom",2020-08-07,309005,67508936,0.45772
"United Kingdom",2020-08-08,309763,67508936,0.45885
"United Kingdom",2020-08-09,310825,67508936,0.46042
"United Kingdom",2020-08-10,311641,67508936,0.46163
"United Kingdom",2020-08-11,312789,67508936,0.46333
"United Kingdom",2020-08-12,313798,67508936,0.46482
"United Kingdom",2020-08-13,314927,67508936,0.46650
"United Kingdom",2020-08-14,316367,67508936,0.46863
"United Kingdom",2020-08-15,317379,67508936,0.47013
"United Kingdom",2020-08-16,318484,67508936,0.47177
"United Kingdom",2020-08-17,319197,67508936,0.47282
"United Kingdom",2020-08-18,320286,67508936,0.47443
"United Kingdom",2020-08-19,321098,67508936,0.47564
"United Kingdom",2020-08-20,322280,67508936,0.47739
"United Kingdom",2020-08-21,323313,67508936,0.47892
"United Kingdom",2020-08-22,324601,67508936,0.48083
"United Kingdom",2020-08-23,325642,67508936,0.48237
"United Kingdom",2020-08-24,326614,67508936,0.48381
"United Kingdom",2020-08-25,327798,67508936,0.48556
"United Kingdom",2020-08-26,328846,67508936,0.48711
"United Kingdom",2020-08-27,330368,67508936,0.48937
"United Kingdom",2020-08-28,331644,67508936,0.49126
"United Kingdom",2020-08-29,332752,67508936,0.49290
"United Kingdom",2020-08-30,334467,67508936,0.49544
"United Kingdom",2020-08-31,335873,67508936,0.49752
"United Kingdom",2020-09-01,337168,67508936,0.49944
"United Kingdom",2020-09-02,338676,67508936,0.50168
"United Kingdom",2020-09-03,340411,67508936,0.50425
"United Kingdom",2020-09-04,342351,67508936,0.50712
"United Kingdom",2020-09-05,344164,67508936,0.50981
"United Kingdom",2020-09-06,347152,67508936,0.51423
"United Kingdom",2020-09-07,350100,67508936,0.51860
"United Kingdom",2020-09-08,352560,67508936,0.52224
"United Kingdom",2020-09-09,355219,67508936,0.52618
"United Kingdom",2020-09-10,358138,67508936,0.53050
"United Kingdom",2020-09-11,361677,67508936,0.53575
"United Kingdom",2020-09-12,365174,67508936,0.54093
"United Kingdom",2020-09-13,368504,67508936,0.54586
"United Kingdom",2020-09-14,371125,67508936,0.54974
"United Kingdom",2020-09-15,374228,67508936,0.55434
"United Kingdom",2020-09-16,378219,67508936,0.56025
"United Kingdom",2020-09-17,381614,67508936,0.56528
"United Kingdom",2020-09-18,385936,67508936,0.57168
"United Kingdom",2020-09-19,390358,67508936,0.57823
"United Kingdom",2020-09-20,394257,67508936,0.58401
"United Kingdom",2020-09-21,398625,67508936,0.59048
"United Kingdom",2020-09-22,403551,67508936,0.59777
"United Kingdom",2020-09-23,409729,67508936,0.60693
"United Kingdom",2020-09-24,416363,67508936,0.61675
"United Kingdom",2020-09-25,423236,67508936,0.62693
"United Kingdom",2020-09-26,429277,67508936,0.63588
"United Kingdom",2020-09-27,434969,67508936,0.64431
"United Kingdom",2020-09-28,439013,67508936,0.65030
"United Kingdom",2020-09-29,446156,67508936,0.66088
"United Kingdom",2020-09-30,453264,67508936,0.67141
"United Kingdom",2020-10-01,460178,67508936,0.68165
"United Kingdom",2020-10-02,467146,67508936,0.69198
"United Kingdom",2020-10-03,480017,67508936,0.71104
"United Kingdom",2020-10-04,502978,67508936,0.74505
"United Kingdom",2020-10-05,515571,67508936,0.76371
"United Kingdom",2020-10-06,530113,67508936,0.78525
"United Kingdom",2020-10-07,544275,67508936,0.80623
"United Kingdom",2020-10-08,561815,67508936,0.83221
"United Kingdom",2020-10-09,575679,67508936,0.85274
"United Kingdom",2020-10-10,590844,67508936,0.87521
"United Kingdom",2020-10-11,603716,67508936,0.89428
"United Kingdom",2020-10-12,617688,67508936,0.91497
"United Kingdom",2020-10-13,634920,67508936,0.94050
"United Kingdom",2020-10-14,654644,67508936,0.96971
"United Kingdom",2020-10-15,673622,67508936,0.99783
"United Kingdom",2020-10-16,689257,67508936,1.02099
"United Kingdom",2020-10-17,705428,67508936,1.04494
"United Kingdom",2020-10-18,722409,67508936,1.07009
"United Kingdom",2020-10-19,741212,67508936,1.09795
"United Kingdom",2020-10-20,762542,67508936,1.12954
"United Kingdom",2020-10-21,789229,67508936,1.16907
"United Kingdom",2020-10-22,810467,67508936,1.20053
"United Kingdom",2020-10-23,830998,67508936,1.23095
"United Kingdom",2020-10-24,854010,67508936,1.26503
"United Kingdom",2020-10-25,873800,67508936,1.29435
"United Kingdom",2020-10-26,894690,67508936,1.32529
"United Kingdom",2020-10-27,917575,67508936,1.35919
"United Kingdom",2020-10-28,942275,67508936,1.39578
"United Kingdom",2020-10-29,965340,67508936,1.42994
"United Kingdom",2020-10-30,989745,67508936,1.46609
"United Kingdom",2020-10-31,1011660,67508936,1.49856
"United Kingdom",2020-11-01,1034914,67508936,1.53300
"United Kingdom",2020-11-02,1053864,67508936,1.56107
"United Kingdom",2020-11-03,1073882,67508936,1.59073
"United Kingdom",2020-11-04,1099059,67508936,1.62802
"United Kingdom",2020-11-05,1123197,67508936,1.66378
"United Kingdom",2020-11-06,1146484,67508936,1.69827
"United Kingdom",2020-11-07,1171441,67508936,1.73524
"United Kingdom",2020-11-08,1192013,67508936,1.76571
"United Kingdom",2020-11-09,1213363,67508936,1.79734
"United Kingdom",2020-11-10,1233775,67508936,1.82757
"United Kingdom",2020-11-11,1256725,67508936,1.86157
"United Kingdom",2020-11-12,1290195,67508936,1.91115
"United Kingdom",2020-11-13,1317496,67508936,1.95159
"United Kingdom",2020-11-14,1344356,67508936,1.99137
"United Kingdom",2020-11-15,1369318,67508936,2.02835
"United Kingdom",2020-11-16,1390681,67508936,2.06000
"United Kingdom",2020-11-17,1410732,67508936,2.08970
"United Kingdom",2020-11-18,1430341,67508936,2.11874
"United Kingdom",2020-11-19,1453256,67508936,2.15269
"United Kingdom",2020-11-20,1473508,67508936,2.18269
"United Kingdom",2020-11-21,1493383,67508936,2.21213
"United Kingdom",2020-11-22,1512045,67508936,2.23977
"United Kingdom",2020-11-23,1527495,67508936,2.26266
"United Kingdom",2020-11-24,1538794,67508936,2.27939
"United Kingdom",2020-11-25,1557007,67508936,2.30637
"United Kingdom",2020-11-26,1574562,67508936,2.33238
"United Kingdom",2020-11-27,1589301,67508936,2.35421
"United Kingdom",2020-11-28,1605172,67508936,2.37772
"United Kingdom",2020-11-29,1617327,67508936,2.39572
"United Kingdom",2020-11-30,1629657,67508936,2.41399
"United Kingdom",2020-12-01,1643086,67508936,2.43388
"United Kingdom",2020-12-02,1659256,67508936,2.45783
"United Kingdom",2020-12-03,1674134,67508936,2.47987
"United Kingdom",2020-12-04,1690432,67508936,2.50401
"United Kingdom",2020-12-05,1705971,67508936,2.52703
"United Kingdom",2020-12-06,1723242,67508936,2.55261
"United Kingdom",2020-12-07,1737960,67508936,2.57441
"United Kingdom",2020-12-08,1750241,67508936,2.59261
"United Kingdom",2020-12-09,1766819,67508936,2.61716
"United Kingdom",2020-12-10,1787783,67508936,2.64822
"United Kingdom",2020-12-11,1809455,67508936,2.68032
"United Kingdom",2020-12-12,1830956,67508936,2.71217
"United Kingdom",2020-12-13,1849403,67508936,2.73949
"United Kingdom",2020-12-14,1869666,67508936,2.76951
"United Kingdom",2020-12-15,1888116,67508936,2.79684
"United Kingdom",2020-12-16,1913277,67508936,2.83411
"United Kingdom",2020-12-17,1948660,67508936,2.88652
"United Kingdom",2020-12-18,1977167,67508936,2.92875
"United Kingdom",2020-12-19,2004219,67508936,2.96882
"United Kingdom",2020-12-20,2040147,67508936,3.02204
"United Kingdom",2020-12-21,2073511,67508936,3.07146
"United Kingdom",2020-12-22,2110314,67508936,3.12598
"United Kingdom",2020-12-23,2149551,67508936,3.18410
"United Kingdom",2020-12-24,2188587,67508936,3.24192
"United Kingdom",2020-12-25,2221312,67508936,3.29040
"United Kingdom",2020-12-26,2256005,67508936,3.34179
"United Kingdom",2020-12-27,2288345,67508936,3.38969
"United Kingdom",2020-12-28,2329730,67508936,3.45099
"United Kingdom",2020-12-29,2382865,67508936,3.52970
"United Kingdom",2020-12-30,2432888,67508936,3.60380
"United Kingdom",2020-12-31,2488780,67508936,3.68659
"United Kingdom",2021-01-01,2542065,67508936,3.76552
"United Kingdom",2021-01-02,2599789,67508936,3.85103
"United Kingdom",2021-01-03,2654779,67508936,3.93249
"United Kingdom",2021-01-04,2713563,67508936,4.01956
"United Kingdom",2021-01-05,2774479,67508936,4.10980
"United Kingdom",2021-01-06,2836801,67508936,4.20211
"United Kingdom",2021-01-07,2889419,67508936,4.28005
"United Kingdom",2021-01-08,2957472,67508936,4.38086
"United Kingdom",2021-01-09,3017409,67508936,4.46964
"United Kingdom",2021-01-10,3072349,67508936,4.55103
"United Kingdom",2021-01-11,3118518,67508936,4.61942
"United Kingdom",2021-01-12,3164051,67508936,4.68686
"United Kingdom",2021-01-13,3211576,67508936,4.75726
"United Kingdom",2021-01-14,3260258,67508936,4.82937
"United Kingdom",2021-01-15,3316019,67508936,4.91197
"United Kingdom",2021-01-16,3357361,67508936,4.97321
"United Kingdom",2021-01-17,3395959,67508936,5.03038
"United Kingdom",2021-01-18,3433494,67508936,5.08598
"United Kingdom",2021-01-19,3466849,67508936,5.13539
"United Kingdom",2021-01-20,3505754,67508936,5.19302
"United Kingdom",2021-01-21,3543646,67508936,5.24915
"United Kingdom",2021-01-22,3583907,67508936,5.30879
"United Kingdom",2021-01-23,3617459,67508936,5.35849
"United Kingdom",2021-01-24,3647463,67508936,5.40293
"United Kingdom",2021-01-25,3669658,67508936,5.43581
"United Kingdom",2021-01-26,3689746,67508936,5.46557
"United Kingdom",2021-01-27,3715054,67508936,5.50306
"United Kingdom",2021-01-28,3743734,67508936,5.54554
"United Kingdom",2021-01-29,3772813,67508936,5.58861
"United Kingdom",2021-01-30,3796088,67508936,5.62309
"United Kingdom",2021-01-31,3817176,67508936,5.65433
"United Kingdom",2021-02-01,3835783,67508936,5.68189
"United Kingdom",2021-02-02,3852623,67508936,5.70683
"United Kingdom",2021-02-03,3871825,67508936,5.73528
"United Kingdom",2021-02-04,3892459,67508936,5.76584
"United Kingdom",2021-02-05,3911573,67508936,5.79416
"United Kingdom",2021-02-06,3929835,67508936,5.82121
"United Kingdom",2021-02-07,3945680,67508936,5.84468
"United Kingdom",2021-02-08,3959784,67508936,5.86557
"United Kingdom",2021-02-09,3972148,67508936,5.88388
"United Kingdom",2021-02-10,3985161,67508936,5.90316
"United Kingdom",2021-02-11,3998655,67508936,5.92315
"United Kingdom",2021-02-12,4013799,67508936,5.94558
"United Kingdom",2021-02-13,4027106,67508936,5.96529
"United Kingdom",2021-02-14,4038078,67508936,5.98155
"United Kingdom",2021-02-15,4047843,67508936,5.99601
"United Kingdom",2021-02-16,4058468,67508936,6.01175
"United Kingdom",2021-02-17,4071185,67508936,6.03059
