location,date,total_cases,population,infection_rate
Chile,2020-02-23,2,19603736,0.00001
Chile,2020-02-24,2,19603736,0.00001
Chile,2020-02-25,2,19603736,0.00001
Chile,2020-02-26,2,19603736,0.00001
Chile,2020-02-27,2,19603736,0.00001
Chile,2020-02-28,2,19603736,0.00001
Chile,2020-02-29,2,19603736,0.00001
Chile,2020-03-01,9,19603736,0.00005
Chile,2020-03-02,9,19603736,0.00005
Chile,2020-03-03,10,19603736,0.00005
Chile,2020-03-04,10,19603736,0.00005
Chile,2020-03-05,13,19603736,0.00007
Chile,2020-03-06,13,19603736,0.00007
Chile,2020-03-07,13,19603736,0.00007
Chile,2020-03-08,20,19603736,0.00010
Chile,2020-03-09,20,19603736,0.00010
Chile,2020-03-10,25,19603736,0.00013
Chile,2020-03-11,35,19603736,0.00018
Chile,2020-03-12,35,19603736,0.00018
Chile,2020-03-13,55,19603736,0.00028
Chile,2020-03-14,88,19603736,0.00045
Chile,2020-03-15,101,19603736,0.00052
Chile,2020-03-16,182,19603736,0.00093
Chile,2020-03-17,228,19603736,0.00116
Chile,2020-03-18,265,19603736,0.00135
Chile,2020-03-19,265,19603736,0.00135
Chile,2020-03-20,461,19603736,0.00235
Chile,2020-03-21,592,19603736,0.00302
Chile,2020-03-22,687,19603736,0.00350
Chile,2020-03-23,801,19603736,0.00409
Chile,2020-03-24,977,19603736,0.00498
Chile,2020-03-25,1197,19603736,0.00611
Chile,2020-03-26,1361,19603736,0.00694
Chile,2020-03-27,1665,19603736,0.00849
Chile,2020-03-28,2015,19603736,0.01028
Chile,2020-03-29,2245,19603736,0.01145
Chile,2020-03-30,2555,19603736,0.01303
Chile,2020-03-31,2844,19603736,0.01451
Chile,2020-04-01,3137,19603736,0.01600
Chile,2020-04-02,3510,19603736,0.01790
Chile,2020-04-03,3843,19603736,0.01960
Chile,2020-04-04,4355,19603736,0.02222
Chile,2020-04-05,4665,19603736,0.02380
Chile,2020-04-06,5009,19603736,0.02555
Chile,2020-04-07,5310,19603736,0.02709
Chile,2020-04-08,5740,19603736,0.02928
Chile,2020-04-09,6166,19603736,0.03145
Chile,2020-04-10,6695,19603736,0.03415
Chile,2020-04-11,7366,19603736,0.03757
Chile,2020-04-12,7652,19603736,0.03903
Chile,2020-04-13,7964,19603736,0.04062
Chile,2020-04-14,8356,19603736,0.04262
Chile,2020-04-15,8712,19603736,0.04444
Chile,2020-04-16,9246,19603736,0.04716
Chile,2020-04-17,9691,19603736,0.04943
Chile,2020-04-18,10598,19603736,0.05406
Chile,2020-04-19,10956,19603736,0.05589
Chile,2020-04-20,11375,19603736,0.05802
Chile,2020-04-21,11700,19603736,0.05968
Chile,2020-04-22,12164,19603736,0.06205
Chile,2020-04-23,12680,19603736,0.06468
Chile,2020-04-24,13174,19603736,0.06720
Chile,2020-04-25,14537,19603736,0.07415
Chile,2020-04-26,15010,19603736,0.07657
Chile,2020-04-27,15492,19603736,0.07903
Chile,2020-04-28,16044,19603736,0.08184
Chile,2020-04-29,16564,19603736,0.08449
Chile,2020-04-30,17702,19603736,0.09030
Chile,2020-05-01,18687,19603736,0.09532
Chile,2020-05-02,21213,19603736,0.10821
Chile,2020-05-03,22441,19603736,0.11447
Chile,2020-05-04,23421,19603736,0.11947
Chile,2020-05-05,24794,19603736,0.12648
Chile,2020-05-06,25826,19603736,0.13174
Chile,2020-05-07,27359,19603736,0.13956
Chile,2020-05-08,28750,19603736,0.14666
Chile,2020-05-09,32208,19603736,0.16430
Chile,2020-05-10,33855,19603736,0.17270
Chile,2020-05-11,35052,19603736,0.17880
Chile,2020-05-12,36710,19603736,0.18726
Chile,2020-05-13,39370,19603736,0.20083
Chile,2020-05-14,42029,19603736,0.21439
Chile,2020-05-15,44531,19603736,0.22716
Chile,2020-05-16,50016,19603736,0.25514
Chile,2020-05-17,52369,19603736,0.26714
Chile,2020-05-18,54647,19603736,0.27876
Chile,2020-05-19,58167,19603736,0.29671
Chile,2020-05-20,62205,19603736,0.31731
Chile,2020-05-21,66169,19603736,0.33753
Chile,2020-05-22,70445,19603736,0.35934
Chile,2020-05-23,80287,19603736,0.40955
Chile,2020-05-24,83996,19603736,0.42847
Chile,2020-05-25,88891,19603736,0.45344
Chile,2020-05-26,92855,19603736,0.47366
Chile,2020-05-27,97183,19603736,0.49574
Chile,2020-05-28,101837,19603736,0.51948
Chile,2020-05-29,105532,19603736,0.53833
Chile,2020-05-30,118720,19603736,0.60560
Chile,2020-05-31,123550,19603736,0.63024
Chile,2020-06-01,129020,19603736,0.65814
Chile,2020-06-02,132548,19603736,0.67614
Chile,2020-06-03,137490,19603736,0.70135
Chile,2020-06-04,142154,19603736,0.72514
Chile,2020-06-05,146361,19603736,0.74660
Chile,2020-06-06,160351,19603736,0.81796
Chile,2020-06-07,166756,19603736,0.85063
Chile,2020-06-08,171452,19603736,0.87459
Chile,2020-06-09,175365,19603736,0.89455
Chile,2020-06-10,181062,19603736,0.92361
Chile,2020-06-11,186698,19603736,0.95236
Chile,2020-06-12,193452,19603736,0.98681
Chile,2020-06-13,201634,19603736,1.02855
Chile,2020-06-14,208572,19603736,1.06394
Chile,2020-06-15,213715,19603736,1.09017
Chile,2020-06-16,218728,19603736,1.11575
Chile,2020-06-17,220628,19603736,1.12544
Chile,2020-06-18,225103,19603736,1.14827
Chile,2020-06-19,231393,19603736,1.18035
Chile,2020-06-20,236748,19603736,1.20767
Chile,2020-06-21,242355,19603736,1.23627
Chile,2020-06-22,246963,19603736,1.25978
Chile,2020-06-23,250767,19603736,1.27918
Chile,2020-06-24,254416,19603736,1.29779
Chile,2020-06-25,259064,19603736,1.32150
Chile,2020-06-26,263360,19603736,1.34342
Chile,2020-06-27,267766,19603736,1.36589
Chile,2020-06-28,271982,19603736,1.38740
Chile,2020-06-29,275999,19603736,1.40789
Chile,2020-06-30,279393,19603736,1.42520
Chile,2020-07-01,282043,19603736,1.43872
Chile,2020-07-02,284541,19603736,1.45146
Chile,2020-07-03,288089,19603736,1.46956
Chile,2020-07-04,291847,19603736,1.48873
Chile,2020-07-05,295532,19603736,1.50753
Chile,2020-07-06,298557,19603736,1.52296
Chile,2020-07-07,301019,19603736,1.53552
Chile,2020-07-08,303083,19603736,1.54605
Chile,2020-07-09,306216,19603736,1.56203
Chile,2020-07-10,309274,19603736,1.57763
Chile,2020-07-11,312029,19603736,1.59168
Chile,2020-07-12,315041,19603736,1.60705
Chile,2020-07-13,317657,19603736,1.62039
Chile,2020-07-14,319493,19603736,1.62976
Chile,2020-07-15,321205,19603736,1.63849
Chile,2020-07-16,323698,19603736,1.65121
Chile,2020-07-17,326439,19603736,1.66519
Chile,2020-07-18,328846,19603736,1.67747
Chile,2020-07-19,330930,19603736,1.68810
Chile,2020-07-20,333029,19603736,1.69880
Chile,2020-07-21,334683,19603736,1.70724
Chile,2020-07-22,336402,19603736,1.71601
Chile,2020-07-23,338759,19603736,1.72803
Chile,2020-07-24,341304,19603736,1.74102
Chile,2020-07-25,343592,19603736,1.75269
Chile,2020-07-26,345790,19603736,1.76390
Chile,2020-07-27,347923,19603736,1.77478
Chile,2020-07-28,349800,19603736,1.78435
Chile,2020-07-29,351575,19603736,1.79341
Chile,2020-07-30,353536,19603736,1.80341
Chile,2020-07-31,355667,19603736,1.81428
Chile,2020-08-01,357658,19603736,1.82444
Chile,2020-08-02,359731,19603736,1.83501
Chile,2020-08-03,361493,19603736,1.84400
Chile,2020-08-04,362962,19603736,1.85149
Chile,2020-08-05,364723,19603736,1.86048
Chile,2020-08-06,366671,19603736,1.87041
Chile,2020-08-07,368825,19603736,1.88140
Chile,2020-08-08,371023,19603736,1.89261
Chile,2020-08-09,373056,19603736,1.90298
Chile,2020-08-10,375044,19603736,1.91313
Chile,2020-08-11,376616,19603736,1.92114
Chile,2020-08-12,378168,19603736,1.92906
Chile,2020-08-13,380034,19603736,1.93858
Chile,2020-08-14,382111,19603736,1.94917
Chile,2020-08-15,383902,19603736,1.95831
Chile,2020-08-16,385946,19603736,1.96874
Chile,2020-08-17,387502,19603736,1.97667
Chile,2020-08-18,388855,19603736,1.98358
Chile,2020-08-19,390037,19603736,1.98961
Chile,2020-08-20,391849,19603736,1.99885
Chile,2020-08-21,393769,19603736,2.00864
Chile,2020-08-22,395708,19603736,2.01853
Chile,2020-08-23,397665,19603736,2.02852
Chile,2020-08-24,399568,19603736,2.03822
Chile,2020-08-25,400985,19603736,2.04545
Chile,2020-08-26,402365,19603736,2.05249
Chile,2020-08-27,404102,19603736,2.06135
Chile,2020-08-28,405972,19603736,2.07089
Chile,2020-08-29,408009,19603736,2.08128
Chile,2020-08-30,409974,19603736,2.09131
Chile,2020-08-31,411726,19603736,2.10024
Chile,2020-09-01,413145,19603736,2.10748
Chile,2020-09-02,414739,19603736,2.11561
Chile,2020-09-03,416501,19603736,2.12460
Chile,2020-09-04,418469,19603736,2.13464
Chile,2020-09-05,420434,19603736,2.14466
Chile,2020-09-06,422510,19603736,2.15525
Chile,2020-09-07,424274,19603736,2.16425
Chile,2020-09-08,425541,19603736,2.17071
Chile,2020-09-09,427027,19603736,2.17829
Chile,2020-09-10,428669,19603736,2.18667
Chile,2020-09-11,430535,19603736,2.19619
Chile,2020-09-12,432666,19603736,2.20706
Chile,2020-09-13,434748,19603736,2.21768
Chile,2020-09-14,436433,19603736,2.22627
Chile,2020-09-15,437983,19603736,2.23418
Chile,2020-09-16,439287,19603736,2.24083
Chile,2020-09-17,441150,19603736,2.25034
Chile,2020-09-18,442827,19603736,2.25889
Chile,2020-09-19,444674,19603736,2.26831
Chile,2020-09-20,446274,19603736,2.27647
Chile,2020-09-21,447468,19603736,2.28256
Chile,2020-09-22,448523,19603736,2.28795
Chile,2020-09-23,449903,19603736,2.29499
Chile,2020-09-24,451634,19603736,2.30382
Chile,2020-09-25,453868,19603736,2.31521
Chile,2020-09-26,455979,19603736,2.32598
Chile,2020-09-27,457901,19603736,2.33578
Chile,2020-09-28,459671,19603736,2.34481
Chile,2020-09-29,461300,19603736,2.35312
Chile,2020-09-30,462991,19603736,2.36175
Chile,2020-10-01,464750,19603736,2.37072
Chile,2020-10-02,466590,19603736,2.38011
Chile,2020-10-03,468471,19603736,2.38970
Chile,2020-10-04,470179,19603736,2.39842
Chile,2020-10-05,471746,19603736,2.40641
Chile,2020-10-06,473306,19603736,2.41437
Chile,2020-10-07,474440,19603736,2.42015
Chile,2020-10-08,476016,19603736,2.42819
Chile,2020-10-09,477769,19603736,2.43713
Chile,2020-10-10,479595,19603736,2.44645
Chile,2020-10-11,481371,19603736,2.45551
Chile,2020-10-12,482832,19603736,2.46296
Chile,2020-10-13,484280,19603736,2.47035
Chile,2020-10-14,485372,19603736,2.47592
Chile,2020-10-15,486496,19603736,2.48165
Chile,2020-10-16,488190,19603736,2.49029
Chile,2020-10-17,490003,19603736,2.49954
Chile,2020-10-18,491760,19603736,2.50850
Chile,2020-10-19,493305,19603736,2.51638
Chile,2020-10-20,494478,19603736,2.52237
Chile,2020-10-21,495637,19603736,2.52828
Chile,2020-10-22,497131,19603736,2.53590
Chile,2020-10-23,498906,19603736,2.54495
Chile,2020-10-24,500542,19603736,2.55330
Chile,2020-10-25,502063,19603736,2.56106
Chile,2020-10-26,503598,19603736,2.56889
Chile,2020-10-27,504525,19603736,2.57362
Chile,2020-10-28,505530,19603736,2.57874
Chile,2020-10-29,507050,19603736,2.58650
Chile,2020-10-30,508571,19603736,2.59426
Chile,2020-10-31,510256,19603736,2.60285
Chile,2020-11-01,511864,19603736,2.61105
Chile,2020-11-02,513140,19603736,2.61756
Chile,2020-11-03,514202,19603736,2.62298
Chile,2020-11-04,515042,19603736,2.62726
Chile,2020-11-05,516582,19603736,2.63512
Chile,2020-11-06,518390,19603736,2.64434
Chile,2020-11-07,519977,19603736,2.65244
Chile,2020-11-08,521558,19603736,2.66050
Chile,2020-11-09,522879,19603736,2.66724
Chile,2020-11-10,523907,19603736,2.67249
Chile,2020-11-11,524804,19603736,2.67706
Chile,2020-11-12,526438,19603736,2.68540
Chile,2020-11-13,528030,19603736,2.69352
Chile,2020-11-14,529676,19603736,2.70191
Chile,2020-11-15,531273,19603736,2.71006
Chile,2020-11-16,532604,19603736,2.71685
Chile,2020-11-17,533610,19603736,2.72198
Chile,2020-11-18,534558,19603736,2.72682
Chile,2020-11-19,536012,19603736,2.73423
Chile,2020-11-20,537585,19603736,2.74226
Chile,2020-11-21,539143,19603736,2.75021
Chile,2020-11-22,540640,19603736,2.75784
Chile,2020-11-23,542080,19603736,2.76519
Chile,2020-11-24,543087,19603736,2.77032
Chile,2020-11-25,544092,19603736,2.77545
Chile,2020-11-26,545662,19603736,2.78346
Chile,2020-11-27,547243,19603736,2.79152
Chile,2020-11-28,548941,19603736,2.80019
Chile,2020-11-29,550430,19603736,2.80778
Chile,2020-11-30,551743,19603736,2.81448
Chile,2020-12-01,552864,19603736,2.82020
Chile,2020-12-02,553898,19603736,2.82547
Chile,2020-12-03,555406,19603736,2.83316
Chile,2020-12-04,557135,19603736,2.84198
Chile,2020-12-05,558668,19603736,2.84980
Chile,2020-12-06,560382,19603736,2.85855
Chile,2020-12-07,562142,19603736,2.86752
Chile,2020-12-08,563534,19603736,2.87463
Chile,2020-12-09,564778,19603736,2.88097
Chile,2020-12-10,566440,19603736,2.88945
Chile,2020-12-11,567974,19603736,2.89727
Chile,2020-12-12,569781,19603736,2.90649
Chile,2020-12-13,571919,19603736,2.91740
Chile,2020-12-14,573830,19603736,2.92715
Chile,2020-12-15,575329,19603736,2.93479
Chile,2020-12-16,576731,19603736,2.94194
Chile,2020-12-17,578732,19603736,2.95215
Chile,2020-12-18,581135,19603736,2.96441
Chile,2020-12-19,583355,19603736,2.97573
Chile,2020-12-20,585546,19603736,2.98691
Chile,2020-12-21,587993,19603736,2.99939
Chile,2020-12-22,589189,19603736,3.00549
Chile,2020-12-23,590914,19603736,3.01429
Chile,2020-12-24,594152,19603736,3.03081
Chile,2020-12-25,595831,19603736,3.03937
Chile,2020-12-26,598394,19603736,3.05245
Chile,2020-12-27,600105,19603736,3.06118
Chile,2020-12-28,602028,19603736,3.07099
Chile,2020-12-29,603986,19603736,3.08097
Chile,2020-12-30,606950,19603736,3.09609
Chile,2020-12-31,608973,19603736,3.10641
Chile,2021-01-01,612564,19603736,3.12473
Chile,2021-01-02,615902,19603736,3.14176
Chile,2021-01-03,618191,19603736,3.15343
Chile,2021-01-04,620641,19603736,3.16593
Chile,2021-01-05,623101,19603736,3.17848
Chile,2021-01-06,625483,19603736,3.19063
Chile,2021-01-07,629176,19603736,3.20947
Chile,2021-01-08,633381,19603736,3.23092
Chile,2021-01-09,637742,19603736,3.25317
Chile,2021-01-10,641923,19603736,3.27449
Chile,2021-01-11,645892,19603736,3.29474
Chile,2021-01-12,649135,19603736,3.31128
Chile,2021-01-13,652525,19603736,3.32857
Chile,2021-01-14,656712,19603736,3.34993
Chile,2021-01-15,661180,19603736,3.37272
Chile,2021-01-16,665493,19603736,3.39473
Chile,2021-01-17,669832,19603736,3.41686
Chile,2021-01-18,673750,19603736,3.43684
Chile,2021-01-19,677151,19603736,3.45419
Chile,2021-01-20,680740,19603736,3.47250
Chile,2021-01-21,685107,19603736,3.49478
Chile,2021-01-22,690066,19603736,3.52007
Chile,2021-01-23,694647,19603736,3.54344
Chile,2021-01-24,699110,19603736,3.56621
Chile,2021-01-25,703178,19603736,3.58696
Chile,2021-01-26,706500,19603736,3.60390
Chile,2021-01-27,709888,19603736,3.62119
Chile,2021-01-28,714143,19603736,3.64289
Chile,2021-01-29,718749,19603736,3.66639
Chile,2021-01-30,722900,19603736,3.68756
Chile,2021-01-31,727109,19603736,3.70903
Chile,2021-02-01,730888,19603736,3.72831
Chile,2021-02-02,734035,19603736,3.74436
Chile,2021-02-03,736645,19603736,3.75768
Chile,2021-02-04,740237,19603736,3.77600
Chile,2021-02-05,744019,19603736,3.79529
Chile,2021-02-06,748082,19603736,3.81602
Chile,2021-02-07,751886,19603736,3.83542
Chile,2021-02-08,755350,19603736,3.85309
Chile,2021-02-09,758189,19603736,3.86757
Chile,2021-02-10,760576,19603736,3.87975
Chile,2021-02-11,764307,19603736,3.89878
Chile,2021-02-12,768471,19603736,3.92002
Chile,2021-02-13,772396,19603736,3.94004
Chile,2021-02-14,776209,19603736,3.95950
Chile,2021-02-15,779541,19603736,3.97649
Chile,2021-02-16,782039,19603736,3.98923
Chile,2021-02-17,784314,19603736,4.00084
Chile,2021-02-18,788142,19603736,4.02037
Chile,2021-02-19,791939,19603736,4.03974
Chile,2021-02-20,795845,19603736,4.05966
Chile,2021-02-21,799460,19603736,4.07810
Chile,2021-02-22,803009,19603736,4.09620
Chile,2021-02-23,805317,19603736,4.10798
Chile,2021-02-24,807872,19603736,4.12101
Chile,2021-02-25,812344,19603736,4.14382
Chile,2021-02-26,816929,19603736,4.16721
Chile,2021-02-27,821418,19603736,4.19011
Chile,2021-02-28,824625,19603736,4.20647
Chile,2021-03-01,829770,19603736,4.23271
Chile,2021-03-02,832512,19603736,4.24670
Chile,2021-03-03,835552,19603736,4.26221
Chile,2021-03-04,840119,19603736,4.28550
Chile,2021-03-05,845450,19603736,4.31270
Chile,2021-03-06,850483,19603736,4.33837
Chile,2021-03-07,855785,19603736,4.36542
Chile,2021-03-08,860533,19603736,4.38964
Chile,2021-03-09,864064,19603736,4.40765
Chile,2021-03-10,867949,19603736,4.42747
Chile,2021-03-11,873512,19603736,4.45584
Chile,2021-03-12,879485,19603736,4.48631
Chile,2021-03-13,885379,19603736,4.51638
Chile,2021-03-14,891110,19603736,4.54561
Chile,2021-03-15,896231,19603736,4.57174
Chile,2021-03-16,900782,19603736,4.59495
Chile,2021-03-17,904212,19603736,4.61245
Chile,2021-03-18,911469,19603736,4.64947
Chile,2021-03-19,918053,19603736,4.68305
Chile,2021-03-20,925089,19603736,4.71894
Chile,2021-03-21,931939,19603736,4.75388
Chile,2021-03-22,938094,19603736,4.78528
Chile,2021-03-23,942958,19603736,4.81009
Chile,2021-03-24,947783,19603736,4.83471
Chile,2021-03-25,954843,19603736,4.87072
Chile,2021-03-26,962321,19603736,4.90887
Chile,2021-03-27,969913,19603736,4.94759
Chile,2021-03-28,977243,19603736,4.98498
Chile,2021-03-29,984484,19603736,5.02192
Chile,2021-03-30,989492,19603736,5.04747
Chile,2021-03-31,995538,19603736,5.07831
Chile,2021-04-01,1003406,19603736,5.11844
Chile,2021-04-02,1011485,19603736,5.15965
Chile,2021-04-03,1019478,19603736,5.20043
Chile,2021-04-04,1026785,19603736,5.23770
Chile,2021-04-05,1032612,19603736,5.26742
Chile,2021-04-06,1037780,19603736,5.29379
Chile,2021-04-07,1043022,19603736,5.32053
Chile,2021-04-08,1051270,19603736,5.36260
Chile,2021-04-09,1060421,19603736,5.40928
Chile,2021-04-10,1068522,19603736,5.45060
Chile,2021-04-11,1076499,19603736,5.49130
Chile,2021-04-12,1082920,19603736,5.52405
Chile,2021-04-13,1088710,19603736,5.55358
Chile,2021-04-14,1094267,19603736,5.58193
Chile,2021-04-15,1101698,19603736,5.61984
Chile,2021-04-16,1109311,19603736,5.65867
Chile,2021-04-17,1117348,19603736,5.69967
Chile,2021-04-18,1124718,19603736,5.73726
Chile,2021-04-19,1131340,19603736,5.77104
Chile,2021-04-20,1136189,19603736,5.79578
Chile,2021-04-21,1141403,19603736,5.82237
Chile,2021-04-22,1148320,19603736,5.85766
Chile,2021-04-23,1155902,19603736,5.89634
Chile,2021-04-24,1162811,19603736,5.93158
Chile,2021-04-25,1169536,19603736,5.96588
Chile,2021-04-26,1175614,19603736,5.99689
Chile,2021-04-27,1179772,19603736,6.01810
Chile,2021-04-28,1184271,19603736,6.04105
Chile,2021-04-29,1190991,19603736,6.07533
Chile,2021-04-30,1198245,19603736,6.11233
Chile,2021-05-01,1203755,19603736,6.14044
Chile,2021-05-02,1210920,19603736,6.17699
Chile,2021-05-03,1215815,19603736,6.20196
Chile,2021-05-04,1219064,19603736,6.21853
Chile,2021-05-05,1222949,19603736,6.23835
Chile,2021-05-06,1229248,19603736,6.27048
Chile,2021-05-07,1235778,19603736,6.30379
Chile,2021-05-08,1241976,19603736,6.33540
Chile,2021-05-09,1247469,19603736,6.36342
Chile,2021-05-10,1252808,19603736,6.39066
Chile,2021-05-11,1256546,19603736,6.40973
Chile,2021-05-12,1260448,19603736,6.42963
Chile,2021-05-13,1266601,19603736,6.46102
Chile,2021-05-14,1273516,19603736,6.49629
Chile,2021-05-15,1280252,19603736,6.53065
Chile,2021-05-16,1286548,19603736,6.56277
Chile,2021-05-17,1292096,19603736,6.59107
Chile,2021-05-18,1295862,19603736,6.61028
Chile,2021-05-19,1300629,19603736,6.63460
Chile,2021-05-20,1308311,19603736,6.67378
Chile,2021-05-21,1315913,19603736,6.71256
Chile,2021-05-22,1323413,19603736,6.75082
Chile,2021-05-23,1329918,19603736,6.78400
Chile,2021-05-24,1335261,19603736,6.81126
Chile,2021-05-25,1339421,19603736,6.83248
Chile,2021-05-26,1344618,19603736,6.85899
Chile,2021-05-27,1352723,19603736,6.90033
Chile,2021-05-28,1361381,19603736,6.94450
Chile,2021-05-29,1369597,19603736,6.98641
Chile,2021-05-30,1377507,19603736,7.02676
Chile,2021-05-31,1384346,19603736,7.06164
Chile,2021-06-01,1389357,19603736,7.08721
Chile,2021-06-02,1394973,19603736,7.11585
Chile,2021-06-03,1403101,19603736,7.15731
Chile,2021-06-04,1411346,19603736,7.19937
Chile,2021-06-05,1420266,19603736,7.24487
Chile,2021-06-06,1427956,19603736,7.28410
Chile,2021-06-07,1434884,19603736,7.31944
Chile,2021-06-08,1440417,19603736,7.34767
Chile,2021-06-09,1445768,19603736,7.37496
Chile,2021-06-10,1453477,19603736,7.41429
Chile,2021-06-11,1461419,19603736,7.45480
Chile,2021-06-12,1468992,19603736,7.49343
Chile,2021-06-13,1476473,19603736,7.53159
Chile,2021-06-14,1482663,19603736,7.56317
Chile,2021-06-15,1487239,19603736,7.58651
Chile,2021-06-16,1491561,19603736,7.60855
Chile,2021-06-17,1498231,19603736,7.64258
Chile,2021-06-18,1505001,19603736,7.67711
Chile,2021-06-19,1511275,19603736,7.70912
Chile,2021-06-20,1517018,19603736,7.73841
Chile,2021-06-21,1522223,19603736,7.76496
Chile,2021-06-22,1525933,19603736,7.78389
Chile,2021-06-23,1528409,19603736,7.79652
Chile,2021-06-24,1531872,19603736,7.81418
Chile,2021-06-25,1537471,19603736,7.84274
Chile,2021-06-26,1542642,19603736,7.86912
Chile,2021-06-27,1547103,19603736,7.89188
Chile,2021-06-28,1551137,19603736,7.91246
Chile,2021-06-29,1553774,19603736,7.92591
Chile,2021-06-30,1555902,19603736,7.93676
Chile,2021-07-01,1558557,19603736,7.95031
Chile,2021-07-02,1562613,19603736,7.97100
Chile,2021-07-03,1566461,19603736,7.99062
Chile,2021-07-04,1569784,19603736,8.00758
Chile,2021-07-05,1572608,19603736,8.02198
Chile,2021-07-06,1574465,19603736,8.03145
Chile,2021-07-07,1576336,19603736,8.04100
Chile,2021-07-08,1579591,19603736,8.05760
Chile,2021-07-09,1582391,19603736,8.07188
Chile,2021-07-10,1585160,19603736,8.08601
Chile,2021-07-11,1587478,19603736,8.09783
Chile,2021-07-12,1589623,19603736,8.10878
Chile,2021-07-13,1590887,19603736,8.11522
Chile,2021-07-14,1592130,19603736,8.12156
Chile,2021-07-15,1594496,19603736,8.13363
Chile,2021-07-16,1596549,19603736,8.14411
Chile,2021-07-17,1598481,19603736,8.15396
Chile,2021-07-18,1599879,19603736,8.16109
Chile,2021-07-19,1600883,19603736,8.16621
Chile,2021-07-20,1601858,19603736,8.17119
Chile,2021-07-21,1602854,19603736,8.17627
Chile,2021-07-22,1604713,19603736,8.18575
Chile,2021-07-23,1606358,19603736,8.19414
Chile,2021-07-24,1607749,19603736,8.20124
Chile,2021-07-25,1609177,19603736,8.20852
Chile,2021-07-26,1610345,19603736,8.21448
Chile,2021-07-27,1611090,19603736,8.21828
Chile,2021-07-28,1611917,19603736,8.22250
Chile,2021-07-29,1613288,19603736,8.22949
Chile,2021-07-30,1614629,19603736,8.23633
Chile,2021-07-31,1615771,19603736,8.24216
Chile,2021-08-01,1616942,19603736,8.24813
Chile,2021-08-02,1617852,19603736,8.25277
Chile,2021-08-03,1618457,19603736,8.25586
Chile,2021-08-04,1619183,19603736,8.25956
Chile,2021-08-05,1620389,19603736,8.26572
Chile,2021-08-06,1621571,19603736,8.27174
Chile,2021-08-07,1622509,19603736,8.27653
Chile,2021-08-08,1623363,19603736,8.28089
Chile,2021-08-09,1624316,19603736,8.28575
Chile,2021-08-10,1624823,19603736,8.28833
Chile,2021-08-11,1625467,19603736,8.29162
Chile,2021-08-12,1626595,19603736,8.29737
Chile,2021-08-13,1627428,19603736,8.30162
Chile,2021-08-14,1628293,19603736,8.30603
Chile,2021-08-15,1629192,19603736,8.31062
Chile,2021-08-16,1629932,19603736,8.31439
Chile,2021-08-17,1630330,19603736,8.31642
Chile,2021-08-18,1630831,19603736,8.31898
Chile,2021-08-19,1631689,19603736,8.32336
Chile,2021-08-20,1632441,19603736,8.32719
Chile,2021-08-21,1633153,19603736,8.33083
Chile,2021-08-22,1633816,19603736,8.33421
Chile,2021-08-23,1634394,19603736,8.33716
Chile,2021-08-24,1634774,19603736,8.33909
Chile,2021-08-25,1635173,19603736,8.34113
Chile,2021-08-26,1635958,19603736,8.34513
Chile,2021-08-27,1636627,19603736,8.34855
Chile,2021-08-28,1637234,19603736,8.35164
Chile,2021-08-29,1637829,19603736,8.35468
Chile,2021-08-30,1638330,19603736,8.35723
Chile,2021-08-31,1638675,19603736,8.35899
Chile,2021-09-01,1639123,19603736,8.36128
Chile,2021-09-02,1639698,19603736,8.36421
Chile,2021-09-03,1640192,19603736,8.36673
Chile,2021-09-04,1640666,19603736,8.36915
Chile,2021-09-05,1641091,19603736,8.37132
Chile,2021-09-06,1641526,19603736,8.37354
Chile,2021-09-07,1641791,19603736,8.37489
Chile,2021-09-08,1642146,19603736,8.37670
Chile,2021-09-09,1642646,19603736,8.37925
Chile,2021-09-10,1643156,19603736,8.38185
Chile,2021-09-11,1643630,19603736,8.38427
Chile,2021-09-12,1644071,19603736,8.38652
Chile,2021-09-13,1644540,19603736,8.38891
Chile,2021-09-14,1644832,19603736,8.39040
Chile,2021-09-15,1645233,19603736,8.39245
Chile,2021-09-16,1645820,19603736,8.39544
Chile,2021-09-17,1646403,19603736,8.39841
Chile,2021-09-18,1646994,19603736,8.40143
Chile,2021-09-19,1647469,19603736,8.40385
Chile,2021-09-20,1647746,19603736,8.40527
Chile,2021-09-21,1648026,19603736,8.40669
Chile,2021-09-22,1648550,19603736,8.40937
Chile,2021-09-23,1649409,19603736,8.41375
Chile,2021-09-24,1650238,19603736,8.41798
Chile,2021-09-25,1650985,19603736,8.42179
Chile,2021-09-26,1651750,19603736,8.42569
Chile,2021-09-27,1652364,19603736,8.42882
Chile,2021-09-28,1652795,19603736,8.43102
Chile,2021-09-29,1653406,19603736,8.43414
Chile,2021-09-30,1654264,19603736,8.43851
Chile,2021-10-01,1655071,19603736,8.44263
Chile,2021-10-02,1655884,19603736,8.44678
Chile,2021-10-03,1656602,19603736,8.45044
Chile,2021-10-04,1657256,19603736,8.45378
Chile,2021-10-05,1657749,19603736,8.45629
Chile,2021-10-06,1658444,19603736,8.45984
Chile,2021-10-07,1659386,19603736,8.46464
Chile,2021-10-08,1660372,19603736,8.46967
Chile,2021-10-09,1661370,19603736,8.47476
Chile,2021-10-10,1662433,19603736,8.48018
Chile,2021-10-11,1663383,19603736,8.48503
Chile,2021-10-12,1663992,19603736,8.48814
Chile,2021-10-13,1664725,19603736,8.49188
Chile,2021-10-14,1665916,19603736,8.49795
